Query_number,doc_number
1096207,91685
1096207,488110
1096207,258727
499568,88273
499568,487508
499568,447562
663679,378975
663679,494019
663679,220658
428773,376464
428773,107828
428773,443751
421145,21181
421145,114119
421145,68685
600350,308385
600350,328225
600350,198537
690606,193978
690606,456236
690606,325427
657204,65234
657204,179407
657204,354493
697780,1187
697780,299010
697780,337
556248,134068
556248,430769
556248,61535
427323,258834
427323,339677
427323,31113
574944,72585
574944,174898
574944,209568
220761,286721
220761,129862
220761,53779
408563,156188
408563,468361
408563,213841
526331,106351
526331,35843
526331,26689
555558,99999
555558,1
555558,10
440362,172400
440362,156713
440362,343740
497757,8752
497757,441289
497757,209385
391481,93572
391481,119948
391481,45813
1096180,414291
1096180,326265
1096180,229906
601684,387685
601684,40595
601684,202522
585165,463119
585165,214257
585165,141491
586268,361097
586268,439681
586268,12962
368229,446568
368229,224418
368229,41338
734979,99999
734979,1
734979,10
466335,381034
466335,461569
466335,369134
667535,293059
667535,182318
667535,501372
504335,499930
504335,70095
504335,346094
677460,99999
677460,1
677460,10
509730,244485
509730,195635
509730,365619
115365,194478
115365,290578
115365,381376
418926,159477
418926,31426
418926,154780
693469,99999
693469,1
693469,10
427730,432095
427730,269099
427730,320049
375291,124844
375291,148950
375291,237224
649200,360713
649200,185075
649200,301226
614598,374805
614598,29484
614598,465476
478295,99999
478295,1
478295,10
674914,249533
674914,70523
674914,368459
659230,421490
659230,15719
659230,178308
88160,265469
88160,124905
88160,186245
722413,99999
722413,1
722413,10
261521,34054
261521,489583
261521,173696
1096126,347188
1096126,203766
1096126,392336
738525,147504
738525,491366
738525,452458
142579,324516
142579,260668
142579,142009
393881,232236
393881,37270
393881,358219
574317,225120
574317,330585
574317,247896
408739,173514
408739,498628
408739,189689
481961,238388
481961,257889
481961,76012
397592,99999
397592,1
397592,10
614409,482077
614409,246000
614409,188659
525660,167022
525660,258719
525660,407614
463635,443124
463635,276623
463635,247785
171776,141633
171776,490687
171776,332029
632536,351585
632536,304460
632536,184445
630905,258408
630905,219575
630905,202904
573452,286558
573452,251855
573452,247295
473319,43084
473319,206227
473319,285697
605363,272947
605363,129907
605363,331818
746055,414079
746055,224340
746055,374014
697983,228227
697983,138060
697983,452344
403361,80384
403361,342017
403361,417991
406525,99999
406525,1
406525,10
510444,34385
510444,463446
510444,86933
755459,99999
755459,1
755459,10
1096087,66886
1096087,101812
1096087,276076
669800,382055
669800,135261
669800,251991
739671,99585
739671,378477
739671,319993
534305,77169
534305,67747
534305,198104
695993,99999
695993,1
695993,10
496175,490584
496175,174079
496175,394159
722981,138920
722981,461409
722981,132407
288200,433464
288200,309749
288200,366888
1096065,215918
1096065,103721
1096065,362011
744764,393929
744764,458149
744764,494814
680951,318631
680951,61901
680951,114104
548099,4455
548099,226084
548099,5488
588122,437888
588122,85395
588122,151454
409887,290118
409887,471819
409887,243570
433685,99999
433685,1
433685,10
593541,479375
593541,154114
593541,444076
464663,205747
464663,97526
464663,436585
569939,239457
569939,270861
569939,308170
434369,99999
434369,1
434369,10
1096049,362011
1096049,300885
1096049,216757
758901,181048
758901,251271
758901,27517
669288,395273
669288,415866
669288,112487
59204,222095
59204,115335
59204,104474
1096045,305304
1096045,429782
1096045,243623
650076,330152
650076,13846
650076,427685
1096044,362011
1096044,14120
1096044,174326
513061,215914
513061,490476
513061,67196
66161,465829
66161,116680
66161,327360
116517,499953
116517,375352
116517,255264
663950,136062
663950,184522
663950,301987
384985,30231
384985,483653
384985,230285
658498,118150
658498,121510
658498,217457
1096025,242733
1096025,158073
1096025,80259
596716,148112
596716,446433
596716,122007
231109,428883
231109,477932
231109,207390
561448,99999
561448,1
561448,10
649110,283476
649110,387152
649110,295364
745402,124990
745402,466093
745402,424294
743696,99999
743696,1
743696,10
76283,479858
76283,345514
76283,48202
570979,99999
570979,1
570979,10
544123,321882
544123,378571
544123,359032
646179,41025
646179,329351
646179,284759
434462,154348
434462,104326
434462,284509
160735,129838
160735,457108
160735,465246
735384,99999
735384,1
735384,10
442593,20099
442593,420547
442593,479934
225499,322970
225499,373871
225499,162586
722515,99999
722515,1
722515,10
656859,111732
656859,391698
656859,270494
566946,227090
566946,433332
566946,469292
413905,233127
413905,253133
413905,11047
724121,99999
724121,1
724121,10
1101822,55883
1101822,71392
1101822,195380
682365,99999
682365,1
682365,10
1095994,462668
1095994,354196
1095994,448210
77424,250632
77424,181210
77424,302222
714678,99999
714678,1
714678,10
221664,129991
221664,401635
221664,84012
93234,66591
93234,487200
93234,52234
1095988,300447
1095988,415145
1095988,124650
625022,340728
625022,104443
625022,178381
652912,338766
652912,318231
652912,163836
97612,190139
97612,191553
97612,5505
609104,37664
609104,305927
609104,44334
1095982,263707
1095982,356524
1095982,273846
478220,99999
478220,1
478220,10
575096,232819
575096,182523
575096,485838
417902,224923
417902,36013
417902,49410
458110,412330
458110,361043
458110,414885
1095971,226639
1095971,218190
1095971,191637
692955,477216
692955,482867
692955,25711
422600,489279
422600,161409
422600,31147
583766,240984
583766,157269
583766,429896
639560,296200
639560,205550
639560,272271
624876,158871
624876,172668
624876,32429
425688,52764
425688,278672
425688,302064
523062,447051
523062,22368
523062,311375
1095955,47180
1095955,266940
1095955,300436
718782,99999
718782,1
718782,10
456734,481125
456734,271401
456734,160402
597384,238476
597384,50233
597384,473353
578783,453904
578783,254286
578783,53555
460162,79056
460162,18467
460162,165675
750946,278072
750946,118150
750946,51443
308032,150252
308032,74627
308032,123466
671692,310768
671692,478327
671692,426151
1095942,211649
1095942,204707
1095942,402462
556476,486157
556476,421470
556476,321644
409557,320285
409557,174283
409557,69251
273449,41338
273449,382521
273449,221413
358240,266547
358240,460982
358240,171033
418423,143554
418423,122741
418423,295896
485558,99753
485558,324687
485558,28986
392501,362189
392501,350336
392501,426338
486370,258719
486370,407614
486370,145812
75698,161978
75698,114452
75698,2150
738162,232764
738162,469859
738162,286220
586740,170934
586740,446292
586740,346057
1095928,40639
1095928,102272
1095928,492387
676454,324934
676454,44585
676454,7550
641284,18874
641284,321843
641284,199834
123859,279068
123859,80137
123859,439609
601629,99999
601629,1
601629,10
646623,120391
646623,164679
646623,32313
1095921,95625
1095921,362560
1095921,247631
758720,394498
758720,125573
758720,125986
548673,259952
548673,444738
548673,167436
641618,258408
641618,219575
641618,202904
29416,136838
29416,245043
29416,200790
528841,70361
528841,328508
528841,483469
277556,186477
277556,232007
277556,100553
467612,246534
467612,89383
467612,69676
437671,470187
437671,412801
437671,4234
739913,44336
739913,246675
739913,181236
530611,317401
530611,111391
530611,155073
503401,81012
503401,232964
503401,44197
290830,281579
290830,382697
290830,323857
749267,99999
749267,1
749267,10
1095881,206168
1095881,55016
1095881,393425
151547,49418
151547,69053
151547,463260
547089,279514
547089,3023
547089,285448
192502,299187
192502,140866
192502,375463
1095876,135701
1095876,13942
1095876,103173
1095874,99999
1095874,1
1095874,10
540432,64718
540432,347693
540432,388897
607338,99999
607338,1
607338,10
739743,99999
739743,1
739743,10
1095868,103300
1095868,420367
1095868,56924
699872,155299
699872,378798
699872,37211
599550,301095
599550,113860
599550,402079
687245,176173
687245,456876
687245,492351
438455,487381
438455,321052
438455,258970
1095864,360459
1095864,303799
1095864,175861
472448,357712
472448,34505
472448,87213
543813,110548
543813,44393
543813,106693
570905,144057
570905,376033
570905,248440
619159,158375
619159,130851
619159,2689
282411,117655
282411,378477
282411,249146
595568,259581
595568,269136
595568,477577
1095857,134326
1095857,59010
1095857,56697
445094,424407
445094,77969
445094,204751
582557,222382
582557,229513
582557,331216
595236,115229
595236,383623
595236,215840
148777,370255
148777,97525
148777,163002
681264,228281
681264,220699
681264,360080
1095845,499746
1095845,456729
1095845,17968
1101806,121815
1101806,404478
1101806,262938
242107,300626
242107,51
242107,438406
289276,130971
289276,379578
289276,212799
732448,28371
732448,154315
732448,388449
423178,411156
423178,377509
423178,14974
508316,443124
508316,276623
508316,247785
483178,93572
483178,119948
483178,45813
481297,192722
481297,464763
481297,171342
156889,238674
156889,402391
156889,428802
525534,66867
525534,381885
525534,46067
40337,461782
40337,453629
40337,395871
159078,103607
159078,419610
159078,482653
153981,263871
153981,189155
153981,388608
425505,104736
425505,335066
425505,492602
481387,435668
481387,483014
481387,298376
266920,270462
266920,339441
266920,118569
1095807,113558
1095807,90766
1095807,35967
1095806,68337
1095806,43743
1095806,288064
173391,236122
173391,349456
173391,323335
451609,190183
451609,50857
451609,395236
574547,11379
574547,317242
574547,437448
1095798,2836
1095798,445449
1095798,236344
392195,55795
392195,113483
392195,357474
544319,49274
544319,368640
544319,473794
742988,250379
742988,165916
742988,16983
552868,72354
552868,59207
552868,238249
435412,151536
435412,171744
435412,266748
163038,94185
163038,477271
163038,196003
447340,129406
447340,37854
447340,460259
585378,117914
585378,322847
585378,201718
272815,435751
272815,33552
272815,49467
172608,19798
172608,296691
172608,125310
740624,176134
740624,366966
740624,329901
129205,138391
129205,82737
129205,23999
436602,152357
436602,323189
436602,245979
733510,370520
733510,475619
733510,427294
507087,169554
507087,289583
507087,91196
508855,392336
508855,347188
508855,122226
1095749,317804
1095749,342119
1095749,17352
299732,151758
299732,194725
299732,441802
108037,70155
108037,75939
108037,364653
662524,433044
662524,195761
662524,62498
730278,474235
730278,87187
730278,10618
405036,200557
405036,187520
405036,391163
59392,180389
59392,168882
59392,109781
717563,423241
717563,62523
717563,205501
117113,391713
117113,444349
117113,292690
1095725,135701
1095725,13942
1095725,103173
649893,220083
649893,366233
649893,304989
522076,98693
522076,399844
522076,430578
420400,171558
420400,408074
420400,289096
1095716,213399
1095716,314599
1095716,434847
393268,71392
393268,195380
393268,372725
1095711,19383
1095711,354196
1095711,402634
426214,143564
426214,492120
426214,119662
1095704,70304
1095704,493579
1095704,278116
418165,340228
418165,446689
418165,83013
662016,497025
662016,327905
662016,319370
1095699,281125
1095699,231278
1095699,307177
510229,211811
510229,64787
510229,305437
575146,455297
575146,46923
575146,194696
758909,181048
758909,251271
758909,27517
249618,336798
249618,427383
249618,254702
645252,99999
645252,1
645252,10
1095687,499016
1095687,228503
1095687,57449
249866,37664
249866,305927
249866,44334
408427,99999
408427,1
408427,10
470001,127893
470001,293355
470001,377130
77323,130676
77323,200716
77323,172541
624176,275266
624176,103678
624176,50413
472359,482077
472359,246000
472359,188659
75266,481659
75266,104286
75266,34852
633916,474235
633916,87187
633916,10618
556166,154182
556166,377576
556166,30116
551819,289035
551819,485706
551819,100130
754509,241168
754509,441083
754509,40489
679658,20187
679658,189162
679658,430014
625205,328154
625205,50233
625205,238476
574051,129113
574051,18477
574051,65278
586790,99999
586790,1
586790,10
1095654,73175
1095654,417756
1095654,391877
505152,332611
505152,468429
505152,295151
537410,25769
537410,344230
537410,105893
636949,258408
636949,219575
636949,202904
1095650,279720
1095650,117720
1095650,279521
524447,111730
524447,103585
524447,378160
546956,443124
546956,276623
546956,247785
444350,99999
444350,1
444350,10
593135,337363
593135,153948
593135,50212
630318,340364
630318,174946
630318,453197
688644,289035
688644,485706
688644,439692
1095641,279720
1095641,117720
1095641,279521
581975,319370
581975,497025
581975,312566
681791,17480
681791,11186
681791,359271
682626,467428
682626,354455
682626,175388
1095631,335166
1095631,207195
1095631,203223
436924,378163
436924,249192
436924,207977
683045,196869
683045,428279
683045,422347
639412,258408
639412,219575
639412,202904
164282,99999
164282,1
164282,10
149801,309326
149801,433852
149801,130764
70720,460506
70720,444761
70720,371532
510158,322656
510158,261540
510158,438367
108507,59484
108507,42446
108507,24532
744109,72307
744109,444050
744109,451336
754166,380863
754166,159376
754166,78619
389385,199517
389385,248675
389385,228091
458771,438836
458771,199625
458771,414409
192579,477366
192579,233313
192579,296234
583916,404383
583916,29898
583916,11066
665009,280589
665009,110278
665009,157081
440802,354303
440802,136069
440802,17709
422955,99999
422955,1
422955,10
608197,501155
608197,196890
608197,109574
461078,408824
461078,486706
461078,106028
393462,195635
393462,174141
393462,346446
47716,223005
47716,60944
47716,396203
506579,33313
506579,495474
506579,408269
576312,135687
576312,33610
576312,169532
431481,159253
431481,116532
431481,408360
748771,485143
748771,446346
748771,56960
711710,99999
711710,1
711710,10
1095571,573
1095571,103231
1095571,418508
1095566,421090
1095566,320139
1095566,376230
449244,258408
449244,219575
449244,202904
426504,141506
426504,476438
426504,205577
420980,281076
420980,98240
420980,470562
641293,61111
641293,429389
641293,127282
1095560,234123
1095560,76350
1095560,124992
94953,119545
94953,210196
94953,53027
1095558,277066
1095558,81199
1095558,238567
436100,266211
436100,251901
436100,268868
727707,99999
727707,1
727707,10
1095555,355561
1095555,54997
1095555,88268
148424,169532
148424,65746
148424,207058
321239,450850
321239,73378
321239,106873
664138,191007
664138,169576
664138,451888
647876,275300
647876,189172
647876,457760
280223,499519
280223,200771
280223,196120
1095542,9040
1095542,140347
1095542,312283
658372,414885
658372,470922
658372,412330
1095537,308227
1095537,174845
1095537,352207
717751,122044
717751,149541
717751,220825
4947,262223
4947,322064
4947,235217
399527,487988
399527,433268
399527,157035
605467,37664
605467,305927
605467,44334
555590,99999
555590,1
555590,10
581801,78246
581801,95190
581801,256999
237936,242290
237936,20624
237936,474132
1095495,99999
1095495,1
1095495,10
535142,367483
535142,264323
535142,437187
448123,423205
448123,467771
448123,57248
634113,120391
634113,164679
634113,32313
593275,75898
593275,390625
593275,235697
119761,99999
119761,1
119761,10
177221,430115
177221,78725
177221,105830
547820,145656
547820,305862
547820,453400
420867,99999
420867,1
420867,10
1095478,388046
1095478,410728
1095478,162592
404202,99999
404202,1
404202,10
415962,106895
415962,391590
415962,200059
1095469,78514
1095469,29966
1095469,185532
384845,139737
384845,319861
384845,296805
458774,203361
458774,467428
458774,354455
663131,129907
663131,331818
663131,272947
459707,67233
459707,256709
459707,272589
569689,147504
569689,491366
569689,452458
412532,29959
412532,7911
412532,438307
437752,376646
437752,174033
437752,254306
744092,443124
744092,276623
744092,247785
660479,284674
660479,433171
660479,178602
8714,114319
8714,157390
8714,206622
663890,161279
663890,168854
663890,333435
736713,99999
736713,1
736713,10
153037,336149
153037,55802
153037,450932
414799,99999
414799,1
414799,10
1095437,267345
1095437,367151
1095437,387602
451070,334659
451070,71398
451070,288309
760367,209788
760367,340484
760367,389631
556307,425805
556307,475265
556307,250264
275997,50408
275997,292312
275997,354966
453175,99999
453175,1
453175,10
22670,446419
22670,374419
22670,300421
415815,458415
415815,256674
415815,212122
632106,388149
632106,270467
632106,173492
138793,385352
138793,15134
138793,829
443027,466487
443027,446479
443027,257467
660803,462464
660803,187532
660803,383076
124787,140317
124787,312681
124787,230841
407662,99999
407662,1
407662,10
536995,56265
536995,50820
536995,2362
670476,361043
670476,14976
670476,412330
32176,484599
32176,339690
32176,212720
755907,131521
755907,452911
755907,268921
474234,438067
474234,194478
474234,290578
706342,106242
706342,14527
706342,119592
438058,296171
438058,453654
438058,331746
511330,357712
511330,34505
511330,87213
583369,102969
583369,242271
583369,20998
508104,284799
508104,199550
508104,279848
682190,25031
682190,218331
682190,221864
638928,99303
638928,270640
638928,33427
199776,117127
199776,419266
199776,164740
403793,37730
403793,202943
403793,481976
663388,358360
663388,50990
663388,415653
423878,116934
423878,94990
423878,60730
413404,265035
413404,184348
413404,20063
662282,16762
662282,129685
662282,172293
652961,194056
652961,186327
652961,141767
451484,246534
451484,89383
451484,69676
414155,8977
414155,18255
414155,257153
275528,170469
275528,469693
275528,103368
734198,475633
734198,407315
734198,93801
263670,68981
263670,404132
263670,481349
635079,308233
635079,213220
635079,183920
604153,99999
604153,1
604153,10
667136,433464
667136,309749
667136,214265
1095377,118745
1095377,134777
1095377,148075
743868,99999
743868,1
743868,10
567759,349669
567759,281739
567759,460213
1095371,378584
1095371,266287
1095371,271408
470385,326478
470385,174037
470385,463226
728060,99999
728060,1
728060,10
577511,78115
577511,41914
577511,295373
476977,49410
476977,484606
476977,393717
568585,441401
568585,465985
568585,65795
1095360,393040
1095360,384537
1095360,196530
1095357,408094
1095357,432623
1095357,354472
1095354,469408
1095354,306935
1095354,215819
625458,181688
625458,412756
625458,104287
138127,99999
138127,1
138127,10
507434,443124
507434,276623
507434,247785
637459,258408
637459,219575
637459,202904
607599,99999
607599,1
607599,10
758519,89865
758519,385124
758519,162312
698719,40852
698719,84430
698719,485928
635626,23416
635626,444602
635626,195676
450854,472013
450854,133407
450854,370540
1095335,441745
1095335,196119
1095335,177375
704223,99999
704223,1
704223,10
1095332,162044
1095332,392702
1095332,359553
428819,136863
428819,81012
428819,44197
436847,144106
436847,395334
436847,337722
685717,189927
685717,126300
685717,173948
682205,99999
682205,1
682205,10
644023,487272
644023,15093
644023,275838
496717,143097
496717,347855
496717,8827
686260,332353
686260,339007
686260,188334
754113,330112
754113,315913
754113,38526
750421,99999
750421,1
750421,10
647687,74974
647687,461933
647687,492016
630391,390836
630391,167442
630391,116802
14963,393548
14963,173975
14963,109503
436091,347015
436091,92904
436091,103626
275137,151403
275137,418126
275137,393811
594793,79812
594793,271179
594793,372323
1101761,199567
1101761,36893
1101761,220653
673984,349821
673984,69424
673984,477936
1095306,402781
1095306,38606
1095306,21196
83621,221623
83621,226299
83621,358768
659182,99999
659182,1
659182,10
401287,336838
401287,133104
401287,450941
466738,32145
466738,86241
466738,327234
1095278,231616
1095278,404564
1095278,388984
115930,219191
115930,24036
115930,391126
455782,324935
455782,88448
455782,222994
562821,477079
562821,234539
562821,79228
741977,99999
741977,1
741977,10
660957,405286
660957,1165
660957,482292
701345,493063
701345,81627
701345,63794
450851,472013
450851,133407
450851,370540
635044,101286
635044,262419
635044,491352
611199,436585
611199,97526
611199,439371
588627,99999
588627,1
588627,10
302435,318044
302435,225550
302435,213075
488825,364901
488825,53526
488825,397028
278542,45645
278542,30878
278542,70202
476947,99999
476947,1
476947,10
741274,428999
741274,77481
741274,238271
530602,70361
530602,328508
530602,483469
737940,236999
737940,133821
737940,341292
584500,424771
584500,192358
584500,459161
1095233,333712
1095233,353892
1095233,454210
591993,355633
591993,69446
591993,384870
520627,99999
520627,1
520627,10
43781,93080
43781,237351
43781,392902
437324,480413
437324,173561
437324,380534
540306,32627
540306,64417
540306,222293
700835,454415
700835,458070
700835,382589
653054,308385
653054,198537
653054,328225
584727,264855
584727,267716
584727,337892
146812,399270
146812,350004
146812,468496
619675,53961
619675,191181
619675,271798
670829,99999
670829,1
670829,10
604628,99999
604628,1
604628,10
701663,99999
701663,1
701663,10
478054,99999
478054,1
478054,10
490883,99999
490883,1
490883,10
327750,274281
327750,322289
327750,110562
203458,198402
203458,284915
203458,109047
700641,96827
700641,445736
700641,436653
661398,304858
661398,248282
661398,5238
571237,335411
571237,74399
571237,219949
592220,248623
592220,202365
592220,202012
680490,29959
680490,7911
680490,438307
497536,357597
497536,153757
497536,387191
2235,441617
2235,223527
2235,463758
703270,101207
703270,387752
703270,37915
741970,99999
741970,1
741970,10
37685,420633
37685,368821
37685,449835
1095165,150482
1095165,460867
1095165,431315
194750,176091
194750,430032
194750,24862
521801,178137
521801,324778
521801,143337
392488,81012
392488,256199
392488,146621
749752,99999
749752,1
749752,10
1095155,376890
1095155,403483
1095155,54160
584905,126316
584905,56460
584905,45144
388950,130614
388950,282175
388950,113105
274175,482217
274175,266109
274175,39343
730229,31889
730229,145465
730229,113450
334558,485838
334558,381108
334558,500961
752473,99999
752473,1
752473,10
746065,474235
746065,87187
746065,10618
532142,414097
532142,167603
532142,469408
578607,245903
578607,28494
578607,471247
522953,34732
522953,391713
522953,444349
422609,472799
422609,493286
422609,7555
130825,224338
130825,437357
130825,486149
471007,255817
471007,322331
471007,423058
469819,103227
469819,32118
469819,233354
711811,99999
711811,1
711811,10
449235,486233
449235,436013
449235,369653
607855,413347
607855,20503
607855,114628
733591,99999
733591,1
733591,10
302878,327643
302878,328643
302878,136939
1095126,479830
1095126,262993
1095126,299382
1095121,458646
1095121,389062
1095121,292237
510018,118150
510018,121510
510018,217457
570725,99999
570725,1
570725,10
129517,99999
129517,1
129517,10
1095108,489623
1095108,468217
1095108,17688
624644,207941
624644,457692
624644,361381
563652,357828
563652,391602
563652,220058
677212,110979
677212,461024
677212,99224
729697,99999
729697,1
729697,10
155086,490312
155086,41909
155086,219852
466162,357712
466162,34505
466162,87213
691055,238147
691055,343656
691055,160585
127098,320049
127098,300856
127098,180223
77878,454424
77878,496120
77878,345749
425330,99999
425330,1
425330,10
710914,99999
710914,1
710914,10
690801,306120
690801,234658
690801,82732
562594,287836
562594,248542
562594,3106
1101739,99999
1101739,1
1101739,10
1095066,99303
1095066,270640
1095066,33427
418552,11288
418552,336845
418552,245748
478981,99999
478981,1
478981,10
728460,319370
728460,311711
728460,497025
430142,288734
430142,139843
430142,138824
1095055,443124
1095055,276623
1095055,247785
604229,99999
604229,1
604229,10
117036,161076
117036,228365
117036,392055
450681,107009
450681,117115
450681,470363
731723,99999
731723,1
731723,10
572517,337240
572517,2771
572517,345636
677672,202877
677672,331647
677672,107470
321363,26786
321363,12035
321363,135218
432680,476546
432680,231462
432680,477921
733692,296015
733692,240597
733692,172668
667932,44176
667932,71805
667932,113656
418977,462878
418977,499746
418977,17968
672429,275266
672429,103678
672429,50413
726076,412075
726076,258940
726076,325214
1095012,237216
1095012,498802
1095012,111996
278429,96485
278429,322162
278429,255515
438324,321653
438324,160402
438324,86705
188134,70706
188134,68126
188134,166443
387662,101226
387662,269220
387662,67568
570070,387572
570070,285475
570070,68043
136157,10743
136157,366190
136157,223100
1094999,29959
1094999,7911
1094999,438307
461281,25769
461281,344230
461281,105893
1094996,237216
1094996,498802
1094996,111996
402427,99999
402427,1
402427,10
391125,465727
391125,366152
391125,253190
589903,229123
589903,481787
589903,194919
703383,99999
703383,1
703383,10
633986,99999
633986,1
633986,10
708739,496869
708739,3292
708739,306428
61623,341894
61623,422924
61623,173183
1094982,226365
1094982,297354
1094982,19326
549738,395692
549738,394683
549738,258051
587853,134068
587853,430769
587853,61535
703765,65580
703765,95693
703765,489741
516029,213728
516029,435152
516029,320990
759038,99999
759038,1
759038,10
686541,370604
686541,91637
686541,182909
705681,293014
705681,229064
705681,91114
1094962,169921
1094962,246681
1094962,31988
392350,20187
392350,189162
392350,430014
329369,441469
329369,124969
329369,446265
450788,385768
450788,70619
450788,68342
640103,46667
640103,395556
640103,22304
430229,240614
430229,257088
430229,169758
245120,18688
245120,445694
245120,321258
563347,342573
563347,334459
563347,378276
597395,50233
597395,238476
597395,473353
617795,375569
617795,283377
617795,142768
727224,383797
727224,430756
727224,494493
748672,21181
748672,114119
748672,68685
752700,9167
752700,386466
752700,310964
707513,99999
707513,1
707513,10
672109,21181
672109,114119
672109,68685
624503,123041
624503,409382
624503,214336
734426,201583
734426,185507
734426,220992
612471,99999
612471,1
612471,10
657264,55493
657264,234648
657264,245782
526984,331918
526984,376846
526984,62038
543251,235628
543251,258627
543251,62481
459291,100635
459291,331050
459291,91237
563943,330112
563943,315913
563943,38526
728823,101771
728823,266067
728823,343785
753299,267345
753299,387602
753299,205001
433579,417567
433579,102222
433579,161831
583798,244935
583798,302775
583798,96246
449442,57248
449442,467771
449442,344508
647503,258408
647503,219575
647503,202904
622725,99999
622725,1
622725,10
503580,131719
503580,303675
503580,213514
743675,238674
743675,402391
743675,126961
580450,469914
580450,60045
580450,164203
745469,99999
745469,1
745469,10
656376,99999
656376,1
656376,10
589586,281937
589586,260037
589586,310861
388588,485706
388588,289035
388588,362777
525868,38185
525868,169611
525868,120158
174592,295407
174592,573
174592,368870
526671,70361
526671,328508
526671,483469
614047,436585
614047,97526
614047,439371
393203,45644
393203,472107
393203,252886
1101723,334287
1101723,63709
1101723,409265
1094869,116936
1094869,206342
1094869,212735
672433,468421
672433,326477
672433,83138
276979,160917
276979,70096
276979,87632
693101,295432
693101,468243
693101,242609
738484,99999
738484,1
738484,10
535599,258517
535599,241390
535599,386086
507934,236709
507934,56435
507934,7264
592235,187931
592235,25165
592235,254290
466252,210449
466252,182452
466252,485366
420365,342259
420365,468164
420365,135337
514851,156879
514851,91326
514851,202344
742022,243219
742022,321043
742022,124858
691004,119601
691004,31033
691004,453544
760512,99999
760512,1
760512,10
212796,406041
212796,497962
212796,152510
1094840,206656
1094840,201744
1094840,407778
748321,380161
748321,84907
748321,133055
577131,253299
577131,145499
577131,4232
689885,351194
689885,363171
689885,67577
617968,477216
617968,482867
617968,108841
490802,411415
490802,315126
490802,89733
1094825,474235
1094825,87187
1094825,10618
455743,338793
455743,218120
455743,314454
632726,242138
632726,387960
632726,438336
603031,99999
603031,1
603031,10
541425,67025
541425,66687
541425,479186
453856,158073
453856,80259
453856,98744
661076,97529
661076,188552
661076,330613
604113,99999
604113,1
604113,10
702792,205595
702792,194776
702792,476346
722352,5774
722352,350648
722352,312279
547139,214524
547139,225934
547139,469408
704080,179422
704080,361913
704080,111586
694678,476246
694678,375315
694678,95480
603773,436585
603773,97526
603773,439371
138266,233831
138266,97878
138266,273700
582641,465070
582641,41253
582641,287283
1101714,99999
1101714,1
1101714,10
584569,285008
584569,358492
584569,285811
455456,193988
455456,71168
455456,147237
559009,99999
559009,1
559009,10
711840,349821
711840,69424
711840,477936
565231,462464
565231,187532
565231,383076
528117,70361
528117,328508
528117,483469
729672,390786
729672,280150
729672,141225
129792,199285
129792,383680
129792,282443
684459,201779
684459,164266
684459,112992
626005,573
626005,103231
626005,418508
689700,169782
689700,123314
689700,161357
632923,173820
632923,335600
632923,479085
1094759,99999
1094759,1
1094759,10
560419,99999
560419,1
560419,10
574569,224923
574569,36013
574569,176351
112477,430574
112477,351942
112477,195624
549135,134613
549135,168830
549135,296731
1094755,99999
1094755,1
1094755,10
208610,496501
208610,474208
208610,351539
421813,38168
421813,126715
421813,11474
688218,492709
688218,161173
688218,457807
466202,99999
466202,1
466202,10
714709,285746
714709,288782
714709,28857
345350,85832
345350,322027
345350,355781
458235,85264
458235,110224
458235,19269
724571,378986
724571,214661
724571,25118
608323,99999
608323,1
608323,10
1094724,99999
1094724,1
1094724,10
633635,78246
633635,95190
633635,256999
430985,407992
430985,296933
430985,14703
559709,63676
559709,262723
559709,497816
398335,176621
398335,379874
398335,60011
574002,83413
574002,309817
574002,123831
712832,208071
712832,414121
712832,36870
750821,157714
750821,195755
750821,186599
681514,39495
681514,40362
681514,272208
607292,99999
607292,1
607292,10
467274,272090
467274,303665
467274,76059
1101706,34533
1101706,37035
1101706,397596
639545,394498
639545,125573
639545,125986
1094691,463998
1094691,425263
1094691,409735
521018,225379
521018,303240
521018,168701
659247,160839
659247,345690
659247,103642
1094689,464431
1094689,89083
1094689,117766
632055,106407
632055,46072
632055,97006
516413,31178
516413,226561
516413,82919
338696,99999
338696,1
338696,10
334867,454597
334867,447972
334867,476290
518940,437711
518940,335806
518940,442172
495018,249152
495018,386565
495018,378989
472024,476680
472024,302274
472024,91622
261683,419141
261683,133633
261683,394030
559607,147634
559607,422989
559607,93666
422893,424221
422893,253673
422893,462860
622658,430111
622658,283
622658,298100
178859,188007
178859,194963
178859,398046
320051,227558
320051,185374
320051,44120
743708,99999
743708,1
743708,10
496244,91506
496244,256638
496244,150110
740876,108712
740876,201656
740876,404778
421437,436516
421437,142544
421437,437306
211468,358506
211468,359437
211468,311884
503390,81012
503390,232964
503390,44197
612846,15917
612846,480801
612846,369975
153048,350514
153048,58053
153048,39329
124128,99999
124128,1
124128,10
1094634,147145
1094634,368271
1094634,236103
455273,406001
455273,113265
455273,315778
92509,400830
92509,471575
92509,105337
612670,99999
612670,1
612670,10
478691,339295
478691,479443
478691,47053
576195,81000
576195,51661
576195,402279
93823,306621
93823,250227
93823,231795
737512,339893
737512,181242
737512,445590
243712,103319
243712,501363
243712,221046
453851,99999
453851,1
453851,10
439375,164524
439375,58801
439375,221034
728150,44710
728150,57191
728150,4495
1094612,267617
1094612,396282
1094612,290912
73853,258408
73853,219575
73853,202904
611271,326503
611271,36978
611271,453810
1094605,482656
